,0
377,20.611762010984023
378,216.6232107168123
379,196.4032025479039
380,122.0336831491706
381,216.84832869677425
382,243.30849282524343
383,199.29427072408112
384,0.973394666414253
385,275.50782264476516
386,206.54321702174505
387,227.38685116525653
388,182.90317015672102
389,163.59455474359487
390,-40.05457337745685
391,214.1423448664542
392,207.53003661115895
393,204.4933364156509
394,-25.452944027883035
395,213.26660718772487
396,141.0024720756416
397,32.10295540031845
398,192.45729346852144
399,13.97658357558596
400,-57.88319791730357
401,303.01511720563576
402,53.970918829208955
403,206.67686693545684
404,223.56548134577528
405,195.9916005064546
406,15.913589924039464
407,169.43323115449377
408,159.13619432001977
409,130.38596826745385
410,30.830290819711717
411,201.25117740995904
412,214.6163568278234
413,211.84533481133673
414,242.78918746132086
415,195.29931798476963
416,-52.708733489886264
417,215.07179529407105
418,-39.22132923996509
419,-27.96976019610385
420,242.5365691622516
421,196.1383170435067
422,227.15651911499032
423,237.07247932338583
424,162.64167378560813
425,225.76536473383968
426,287.8249007735687
427,299.893248066315
428,262.5133525068563
429,-112.26532742213618
430,130.1454231037059
431,296.0650806386658
432,242.1462296190482
433,159.01534034075036
434,50.93887286547084
435,287.03829473979386
436,-62.42982242950522
437,222.84260486076232
438,213.0371234232133
439,212.96864152084393
440,7.858201937650397
441,168.87749855883413
442,12.62209491546703
443,218.59458079614865
444,163.657007458862
445,56.83644318073086
446,249.3877767128191
447,222.42810852803132
448,141.14641064730557
449,223.6904709317155
450,219.55788860126773
451,94.96586600026144
452,211.00193006416012
453,-21.860208740374162
454,237.14573268019876
455,284.7949658031945
456,244.44964286663557
457,210.3505680648044
458,259.14680381241
459,160.47387876422587
460,225.07265426387602
461,237.61631839472193
462,-28.011534997084993
463,189.50659035680866
464,-32.48198825728144
465,-25.102142061274368
466,236.58657921128187
467,250.95876137633763
468,307.2868985925548
469,70.36508061952259
470,175.67560988657098
471,203.0152453380315
472,141.81669769780484
473,261.80733848959034
474,187.61852599764075
475,187.34695163341945
476,199.7968987107438
477,92.96636705840963
478,-8.58568229497704
479,288.9846118380975
480,300.3090694965384
481,210.35304378039214
482,211.78619034893305
483,155.33717852901108
484,232.6243908023876
485,213.46107758047526
486,-56.959217981745255
487,194.3973130288744
488,263.59556222007757
489,256.360021826853
490,244.91397986228841
491,240.560836628814
492,219.7175728396138
493,-39.8342762169254
494,222.6506908787237
495,-16.977883406680487
496,204.65251946460177
497,222.25003988910532
498,210.06209652345203
499,212.1917010904529
500,178.40391403974587
501,141.27751264973452
502,224.10199493426038
503,-59.31464681771487
504,259.49274913345477
505,221.52537590907258
506,266.14921113732413
507,198.08176243313875
508,202.6677925368244
509,181.9481124708388
510,180.45500773372387
511,-55.049060447538075
512,174.83566576532877
513,86.44309401495295
514,210.99003132730004
515,224.08685656985864
516,11.301631449547614
517,233.6367232984154
518,-30.895297776797378
519,236.09288500251301
520,230.07321192243788
521,189.65367992434997
522,238.21820045830498
523,260.68924305617406
524,215.18853360017945
525,92.62544886252392
526,188.53863869795896
527,226.63343983651072
528,202.12240621707195
529,203.3246862434146
530,-222.58033115866036
531,-58.357152797541445
532,239.50134292560472
533,251.3284908280976
534,259.6185383328997
535,265.3223950721821
536,237.12560604279938
537,287.3912935381929
538,282.35896348800554
539,161.4248607720907
540,247.812083252764
541,213.02751310398634
542,194.71889729204173
543,-7.578793428331238
544,97.26812972162396
545,197.37305078060245
546,257.70817480037556
547,167.5822603547751
548,226.4648981420507
549,185.32308406164657
550,273.5044728427655
551,231.38072161814944
552,282.62066243097627
553,160.474262506665
554,166.45907277736077
555,203.39188687885587
556,185.70801300810217
557,211.9907279721013
558,227.74369753869843
559,-1.2011642469034456
560,85.15093600353507
561,289.7697707811865
562,240.51588600761917
563,195.7144234357595
564,249.6025678472206
565,228.84524647086218
566,204.552613887265
567,217.37721683969184
568,229.62413770819816
569,213.00645184043523
570,218.40788474742882
571,217.51914793393323
572,241.200773906124
573,200.26578801528888
574,217.11130578261043
575,92.49118345052646
576,269.23833756175503
577,176.33712941098088
578,237.4892049417753
579,174.78194098530253
580,162.51089045522986
581,221.48671127811016
582,237.9481862241092
583,180.11114261843892
584,286.9328476792841
585,279.52450287736656
586,202.9017728574778
587,226.04113460159306
588,275.72672711200005
589,204.57794775949927
590,142.28381035334024
591,232.19271573107773
592,286.60667893546054
593,193.6999446378107
594,133.02177284718326
595,135.6782659552523
596,210.50742638785988
597,38.40339344237343
598,218.60569518414673
599,-7.575838630213951
600,207.74943939946832
601,103.78349960273192
602,123.63906061198617
603,129.73955703092798
604,227.55138632427162
605,-47.33786248668253
606,229.6535680704563
607,228.10682981043863
608,120.25722303006032
609,234.12234633572228
610,113.56470340373856
611,12.783262133879347
612,227.64364033824342
613,201.547230802789
614,161.68651232760217
615,226.62692131358358
616,23.998157055885116
617,259.6409581748943
618,254.64462802944064
619,244.15594022501597
620,212.46232236332133
621,225.11909898171353
622,233.79330931663048
623,187.13875110616902
624,196.05699419359246
625,182.13150192726994
626,192.36988676838462
627,111.77164674008064
628,-25.275490473280087
629,243.41617976380832
630,228.8770772580885
631,201.00668679103973
632,154.47122455287598
633,224.7047908655419
634,187.82731211059254
635,213.472683715643
636,241.2182795021374
637,229.5491521884826
638,8.427186755940227
639,180.73663870131364
640,264.49589679274334
641,200.1934245933505
642,191.10225648476836
643,185.9044560319159
644,203.37977773473185
645,242.69764905108684
646,227.46003903812385
647,176.55204410091937
648,202.18372074910172
649,214.90264580952532
650,207.46383331141405
651,-42.82929897423153
652,228.7941925894844
653,191.41394039491598
654,221.39663765357727
655,233.83203196981856
656,237.19893274245405
657,166.95027695280186
658,120.95256584170058
659,-29.236699628558114
660,128.89575956390286
661,-40.76683131384698
662,233.24742365127724
663,185.29591222675165
664,225.072732578853
665,190.14141577056955
666,255.49474021709594
667,219.13494356434597
668,214.8031710150024
669,209.62301365603747
670,-79.1565922721928
671,137.0604240837735
672,212.90287505987902
673,165.13992602561643
674,-17.5028011009161
675,172.3389700518177
676,154.53519204506324
677,229.07345160220441
678,202.65797062077922
679,182.57691662389135
680,262.4713873338431
681,229.0632016050273
682,205.0946908955451
683,209.22203459585944
684,203.55393281762628
685,180.93055596212815
686,247.42822898102182
687,28.851035531948384
688,233.18756742908553
689,186.93168600338868
690,219.8712865051263
691,203.47894445810056
692,208.26861453211143
693,-47.03573317080934
694,243.01480263448204
695,-21.72963326286775
696,219.89452881885452
697,189.06079777171192
698,234.437818005329
699,216.96485484706685
700,178.6186091759446
701,246.11390633968796
702,200.5443186048254
703,235.82207896432854
704,216.08523768995877
705,287.98965859756345
706,203.36046981959095
707,194.9548182240655
708,202.38306164228595
709,229.59378001666104
710,192.36181577799934
711,224.68895486327867
712,193.14759192475069
713,136.8419117363373
714,223.6756135086097
715,215.1544071327361
716,222.33009405434757
717,197.29028488896284
718,240.92055631746933
719,236.7252101785368
720,163.4908441604788
721,236.09978698414594
722,181.73176972605012
723,156.24010928726202
724,227.62524862342593
725,129.48736900190875
726,210.34537062495917
727,207.9879357773542
728,219.61967417212588
729,-11.658037202661518
730,288.7734055817483
731,253.4657783228018
732,234.75179658655915
733,208.30267353615366
734,220.22546277578698
735,247.35012401283763
736,214.23826851269052
737,222.32486060224136
738,172.78306342537667
739,251.53029072254031
740,197.88318957896513
741,221.0674585208028
742,260.8365935559972
743,178.2881238769436
744,285.2339777393149
745,96.68796681581584
746,277.5441530342856
747,180.80283502671966
748,279.93695881998485
749,234.61948078135916
750,236.2402130925966
751,187.63374190716235
752,215.0088898921957
753,-72.53550980277181
754,228.61104235612706
755,264.6758743466187
756,222.72199291518575
757,251.24321209912827
758,282.9983755639506
759,279.02389536277144
760,269.85788540411914
761,269.9013364825828
762,221.98394414762964
763,225.45429346252251
764,278.62259622575993
765,129.44250217579932
766,212.99891760599428
767,252.69971637300424
768,204.53016691646224
769,253.42882098681918
770,244.07764455197628
