,mean_reward_100_steps,steps
89,-562.9465908477479,6515
90,-561.7567437589249,6573
91,-561.9831744436798,6642
92,-565.3352467543803,6729
93,-566.37674053423,6805
94,-565.3157232194183,6858
95,-563.698386588128,6914
96,-562.7658048357796,6988
97,-561.8006174637429,7044
98,-560.7145346389883,7100
99,-560.1183019332981,7165
100,-565.2637113529341,7250
101,-566.0541148330883,7311
102,-568.0915640827291,7380
103,-577.6614691402604,7471
104,-578.1093103884944,7558
105,-578.2364499980853,7618
106,-580.4345567729495,7696
107,-584.9643443447167,7785
108,-581.8436756690968,7844
109,-575.3452676292703,7922
110,-568.9420903234306,7999
111,-568.3394464612314,8077
112,-571.3223588008253,8167
113,-571.7849398627302,8226
114,-571.8834740449834,8282
115,-572.2722871902417,8341
116,-572.130737154016,8403
117,-572.8995287866717,8458
118,-567.4675759989998,8509
119,-569.439059060735,8582
120,-572.3543043531199,8664
121,-567.3584614526467,8714
122,-564.201396947171,8773
123,-566.6811008189227,8836
124,-566.4170929788281,8895
125,-566.6261850571794,8973
126,-564.9907497424922,9049
127,-563.8306745475985,9112
128,-564.8840361244892,9174
129,-563.9421122823557,9227
130,-563.9023021392314,9290
131,-564.2234812962215,9362
132,-565.3076695964403,9420
133,-565.0256852401617,9482
134,-563.816296500797,9565
135,-563.0071520706011,9621
136,-563.0143904976494,9684
137,-561.8737102713754,9744
138,-561.6456194433191,9809
139,-561.2386084949114,9882
140,-564.4428597033697,9960
141,-564.0825989988041,10010
142,-565.5815168032565,10085
143,-564.7239633270356,10141
144,-566.2448933326067,10218
145,-569.4639028134717,10302
146,-570.6603016594003,10356
147,-571.8526367525014,10435
148,-571.1917581278376,10486
149,-573.7132153246577,10570
150,-578.6348844225425,10655
151,-578.7927374225976,10706
152,-580.4819397560997,10772
153,-578.9683467032669,10827
154,-576.4756943741132,10881
155,-573.7678714290463,10946
156,-575.6197916256443,11018
157,-580.7670069232132,11102
158,-580.5335255521113,11154
159,-583.8918601022759,11240
160,-582.7774193495143,11299
161,-582.7832281259244,11357
162,-583.6311652016171,11419
163,-586.9978338167058,11500
164,-585.354517436671,11559
165,-589.4306000220078,11640
166,-590.3429439921304,11715
167,-593.592261830637,11797
168,-592.8777055576678,11852
169,-595.379082979142,11932
170,-595.023022902847,12001
171,-593.1941047737425,12060
172,-598.0658024747312,12145
173,-596.5194509847308,12196
174,-596.9011134402789,12250
175,-596.4929085477908,12307
176,-597.4308244895306,12383
177,-598.7500226340871,12450
178,-595.637663049009,12501
179,-593.8292141762707,12552
180,-597.1492890535005,12635
181,-592.3292574813255,12706
182,-593.2835326416479,12785
183,-593.7840585303785,12856
184,-589.681235535296,12928
185,-589.0008167255266,12978
186,-592.5557095561558,13056
187,-596.6329392477376,13131
188,-596.7910564004522,13202
189,-595.7511740733014,13260
190,-596.7412042275338,13318
191,-595.510094590676,13391
192,-590.4903989655793,13445
193,-591.2758542789305,13522
194,-590.8063639462387,13572
195,-594.6010081114591,13651
196,-594.3574405714769,13702
197,-595.7736933926092,13767
198,-596.4564975175447,13824
199,-597.9044748013204,13898
200,-596.7313874380145,13976
201,-596.4681019467665,14028
202,-598.4604624689703,14111
203,-595.4582235712481,14191
204,-592.7993648078906,14293
205,-596.2416526734652,14370
206,-594.2202329561796,14435
207,-591.9026231578205,14500
208,-594.8847383658972,14579
209,-598.6244906384243,14664
210,-595.2549030266798,14735
211,-594.080183731897,14815
212,-593.7724327188903,14879
213,-593.3686815597137,14929
214,-592.7473850077577,14982
215,-591.7398237081934,15032
216,-590.1941053155278,15086
217,-591.8182483603177,15156
218,-592.3024369898465,15216
219,-591.9539268094934,15291
220,-591.832011591887,15373
221,-592.1988094442954,15428
222,-591.2095104314167,15481
223,-588.9182290760209,15534
224,-589.5876641771941,15590
225,-587.5493433810777,15656
226,-586.5386891355021,15715
227,-586.0578715294413,15779
228,-586.6827693117779,15851
229,-589.7701523960079,15929
230,-588.6591209264673,15981
231,-590.492807364073,16061
232,-589.0419713342147,16112
233,-592.0087996191185,16197
234,-590.7318334911803,16262
235,-592.953899352544,16332
236,-592.6661249509874,16389
237,-595.7354805387857,16466
238,-597.9872432884428,16547
239,-594.3914859594855,16597
240,-590.4041828973559,16648
241,-590.9914121715942,16705
242,-588.6624676551654,16782
243,-593.5811132171581,16868
244,-596.5053852674482,16955
245,-597.9921330762115,17042
246,-597.2113343798715,17141
247,-595.1502661963866,17194
248,-596.3934517838626,17262
249,-592.5527311784217,17311
250,-588.0545019215652,17369
251,-591.7556018307254,17446
252,-592.3807289988788,17520
253,-591.5592208783613,17572
254,-597.201115705626,17658
255,-596.9962339045838,17715
256,-595.2816132204242,17773
257,-592.0276730660024,17838
258,-593.546392716497,17904
259,-591.6281931456949,17989
260,-595.3232754247805,18066
261,-599.3133940774032,18147
262,-597.9572717655589,18197
263,-598.5559582254429,18283
264,-602.0305762105125,18359
265,-599.3217545837655,18423
266,-596.6205301594038,18475
267,-598.355897522076,18558
268,-597.8847856256526,18613
269,-596.5755715036967,18687
270,-595.2202046394565,18737
271,-595.676794193741,18809
272,-591.6887001189791,18876
273,-595.3458557509787,18960
274,-596.4797696050803,19038
275,-597.0992851819765,19113
276,-594.3086126488735,19164
277,-597.397565795918,19248
278,-599.4534502130147,19322
279,-599.5442216987179,19375
280,-597.3119148503632,19445
281,-597.9973206360842,19513
282,-594.4997678021863,19568
283,-596.982201267405,19646
284,-594.7751011363537,19697
285,-595.0699846970595,19749
286,-593.3474392199663,19831
287,-590.7305068750048,19891
288,-590.5738277491016,19954
289,-589.9341448712175,20006
290,-589.8333887983116,20076
291,-590.2010789588646,20135
292,-590.4276932883457,20184
293,-590.1261737570397,20265
294,-591.7788059064633,20329
295,-592.308149693022,20416
296,-594.8069408915189,20489
297,-594.1385119058914,20549
298,-594.6153329051492,20614
299,-593.6442891932975,20674
300,-590.585381303819,20728
301,-593.7091707132465,20801
302,-590.3093152636529,20852
303,-589.3662516612654,20930
304,-591.440140012445,21011
305,-591.2397835809494,21093
306,-590.6899612519597,21166
307,-590.8743749802971,21235
308,-587.1203069274237,21288
309,-584.7201688689579,21345
310,-587.1279924311707,21423
311,-587.8854324688062,21516
312,-586.9973042417536,21573
313,-587.9538988190948,21638
314,-588.5827506577365,21708
315,-590.8934127130797,21769
316,-591.4951180601896,21822
317,-591.4917698935283,21903
318,-592.2820245210006,21970
319,-590.6472843863805,22030
320,-588.6943184492907,22093
321,-593.1168787099156,22178
322,-598.0140095290045,22257
323,-597.8734226188807,22312
324,-598.5274223719404,22378
325,-601.6547834054237,22464
326,-606.911101585445,22548
327,-606.9429328739662,22616
328,-608.2955650469179,22693
329,-604.955994211427,22754
330,-605.9016966095081,22823
331,-602.4805862218883,22880
332,-603.8414820227053,22934
333,-602.224739021411,23015
334,-600.8916046088275,23072
335,-600.0990394082645,23136
336,-600.336471294878,23202
337,-596.6114608607221,23258
338,-595.1416641147038,23331
339,-596.2346064834121,23385
340,-596.8990885261265,23437
341,-596.4332466159237,23485
342,-598.6081675351111,23559
343,-592.1865276919308,23609
344,-587.3208501809148,23672
345,-582.9740722878358,23726
346,-586.7846143397335,23806
347,-587.0369624331141,23860
348,-586.6700967328393,23920
349,-586.1149967546013,23970
350,-585.8921284322337,24026
351,-582.0853479671161,24078
352,-580.0313649327393,24145
353,-584.9413539577869,24227
354,-580.463010320644,24295
355,-580.3110189641855,24366
356,-583.1498206526035,24438
357,-581.0890474117208,24488
358,-580.743543700079,24551
359,-578.1115513974527,24609
360,-580.3185098176382,24697
361,-577.3933390076893,24752
362,-576.818121595718,24845
363,-574.0520948128299,24910
364,-570.8800674494042,24975
365,-569.2170632534122,25030
366,-575.1111467070689,25119
367,-569.553627003989,25169
368,-572.5911663797372,25245
369,-571.5369526380399,25307
370,-572.4647461989654,25366
371,-572.7958334354705,25431
372,-571.3031773930209,25481
373,-568.3402191713809,25536
374,-568.0987505481776,25594
375,-566.0345955394246,25644
376,-567.6710987485943,25706
377,-562.3672360969264,25753
378,-565.0005956339346,25828
379,-568.0726359978645,25900
380,-569.631678052836,25978
381,-568.5877843066621,26030
382,-568.5274815944149,26082
383,-564.3650509070384,26183
384,-565.3474745869302,26256
385,-567.3001209208161,26335
386,-566.278361440217,26397
387,-566.0322400009197,26466
388,-565.6969547739914,26528
389,-566.4936783044539,26576
390,-564.3401193500976,26627
391,-564.9221537667612,26693
392,-565.6522540636965,26751
393,-562.5210932069383,26806
394,-565.0091987925583,26885
395,-562.0948658348836,26954
396,-561.0621954732433,27018
397,-564.3096826766697,27100
398,-563.0416673807167,27160
399,-564.1999844249599,27227
400,-567.7027846722236,27307
401,-564.823098400492,27374
402,-565.0856371621371,27433
403,-562.8246421347031,27490
404,-559.4976556466949,27550
405,-560.7020991690719,27638
406,-563.5616666115093,27720
407,-562.6989364930516,27785
408,-566.8753187833476,27872
409,-565.7691090024557,27931
410,-566.1529575981939,28004
411,-563.5543807158764,28065
412,-561.370264249499,28115
413,-566.5973456229272,28204
414,-565.599767767097,28285
415,-566.0509411447994,28359
416,-567.0887358347418,28426
417,-566.3049802179385,28493
418,-566.6672456220501,28555
419,-568.9726227694047,28635
420,-571.4684040568143,28716
421,-566.867372536412,28768
422,-563.2862119361702,28823
423,-564.889662013156,28883
424,-563.9525809598574,28942
425,-560.6551903565908,29005
426,-557.2910397599816,29071
427,-555.677329679411,29121
428,-552.4399727054569,29177
429,-556.1198482605168,29257
430,-554.4895836429232,29309
431,-558.9771880253911,29392
432,-561.1700126810827,29468
433,-561.7110398739904,29549
434,-564.3599229593874,29630
435,-565.2313806075584,29703
436,-568.0371272998866,29781
437,-570.2144075391171,29857
438,-569.6452527606589,29930
439,-569.1057014710426,29988
440,-569.3947409165927,30043
441,-571.3382806146974,30106
442,-569.9538958430987,30173
443,-572.9420631920179,30251
444,-574.2616026105588,30316
445,-574.685303054115,30383
446,-574.3275043201802,30459
447,-574.3677115315672,30517
448,-573.9019137725678,30580
449,-577.4929822819915,30661
450,-578.805275804946,30735
451,-582.9932341425871,30813
452,-584.9503850013889,30894
453,-583.5006473701537,30972
454,-585.4499246626506,31056
455,-586.1548142864369,31117
456,-584.6717450778326,31187
457,-587.1897970102407,31267
458,-586.1487207748123,31325
459,-586.0080842606499,31380
460,-585.7263933570362,31467
461,-585.233065683835,31527
462,-587.1221259185421,31587
463,-586.4978708167516,31640
464,-585.091864713764,31694
465,-589.2193102735376,31773
466,-585.578322615843,31843
467,-590.8462306987942,31930
468,-588.6521265942231,31998
469,-586.2860724725921,32049
470,-587.3099035912135,32114
471,-586.6765005316146,32175
472,-586.4645240066045,32228
473,-585.5552102069709,32278
474,-586.5379439716902,32351
475,-587.9354881423383,32406
476,-587.2950900448182,32465
477,-588.5073273030856,32535
478,-585.9833636931816,32593
479,-587.8838829328924,32677
480,-589.0199240725747,32756
481,-590.4370753406009,32825
482,-593.8569458710081,32909
483,-595.0500012657683,32977
484,-598.8987192116217,33057
485,-597.5140828902362,33128
486,-600.0208566653142,33206
487,-600.1388611545243,33262
488,-599.2398838899418,33335
489,-602.8691411966901,33411
490,-607.3491320096048,33496
491,-611.954723976475,33585
492,-613.0999291408525,33647
493,-614.4336732415387,33714
494,-612.5692753500742,33786
495,-611.9019170084996,33841
496,-611.1360541294266,33905
497,-607.956614788007,33964
498,-608.321271680207,34022
499,-606.3455949245686,34079
500,-604.2044107974235,34139
501,-604.0336910962662,34198
502,-604.6961333671726,34254
503,-607.4897260426682,34330
504,-611.8251498603217,34413
505,-608.1661742742965,34478
506,-606.0793854036234,34544
507,-605.5634168789634,34604
508,-604.4236891204829,34682
509,-609.626248784551,34769
510,-605.9404333095631,34823
511,-604.9175026424475,34880
512,-611.9287080640787,34966
513,-609.9602033009932,35053
514,-610.8726216268253,35109
515,-610.2578043997781,35175
516,-613.1100152452975,35253
517,-612.2982256271766,35329
518,-613.7358728202134,35406
519,-611.718061797902,35468
520,-611.0820352449011,35550
521,-611.8354687597171,35615
522,-613.3478802459667,35687
523,-613.3233279389372,35749
524,-611.8900470767999,35800
525,-614.4113023801746,35883
526,-615.91097827689,35964
527,-616.1849978642593,36013
528,-618.7126419111117,36086
529,-618.3999782275599,36171
530,-620.0325226875111,36237
531,-617.791421625185,36311
532,-615.8463489446137,36382
533,-613.7181738634412,36452
534,-613.7790024174855,36525
535,-614.0011445117922,36600
536,-611.7027650225068,36666
537,-609.4218267640867,36724
538,-610.9749140105638,36804
539,-612.3950611232557,36868
540,-612.7666678239765,36924
541,-612.5155252921928,36986
542,-610.7174938115762,37036
543,-609.755096551937,37105
544,-610.6918162765454,37185
545,-610.1991253243391,37248
546,-607.8511536746869,37314
547,-608.1225865864083,37386
548,-608.1626019207362,37459
549,-608.9548239537503,37535
550,-607.0040227222854,37713
551,-605.9142100188827,37788
552,-604.1286036389506,37852
553,-605.8493121092354,37933
554,-605.0079179548226,38012
555,-605.4443773920851,38075
556,-605.5987344741496,38137
557,-603.0214107010328,38190
558,-602.4477152724771,38247
559,-601.4292113496876,38301
560,-596.4304384044605,38371
561,-599.5094043838952,38449
562,-601.7264674521758,38531
563,-602.8285472293047,38590
564,-604.2343427697888,38656
565,-602.7686564680596,38728
566,-600.6722083866791,38781
567,-595.7723665237917,38832
568,-596.7421828961775,38895
569,-598.2322896618482,38966
570,-599.354295339386,39045
571,-599.7162003154971,39115
572,-599.5437591359097,39171
573,-601.2215747971015,39233
574,-602.5494467460541,39317
575,-603.1305727201296,39378
576,-604.5720016588572,39448
577,-607.3579107001592,39527
578,-608.3675119641604,39603
579,-603.6793391310789,39665
580,-600.0502627673615,39717
581,-599.0842309974947,39782
582,-594.5065073925955,39834
583,-594.9570135417317,39904
584,-593.8861642593831,39985
585,-592.8949220496986,40041
586,-592.8392279152216,40118
587,-593.2739402207058,40179
588,-593.5240622424017,40235
589,-593.1173299876496,40309
590,-590.8226984215272,40369
591,-585.2137059859149,40431
592,-583.6964667726238,40482
593,-585.7977688663942,40562
594,-584.8933561322375,40634
595,-585.9140817685073,40700
596,-585.147487294022,40751
597,-585.1616600323531,40814
598,-585.6866270236235,40876
599,-588.62185791514,40948
600,-590.4883728823356,41029
601,-594.5718509039898,41112
602,-598.1573413380105,41192
603,-595.3872282364576,41267
604,-591.1493702414484,41329
605,-593.5346712502165,41410
606,-594.1589242350717,41514
607,-593.8633992050136,41576
608,-589.8627422814195,41627
609,-585.1559688957988,41681
610,-584.8703180106274,41733
611,-585.6850847730551,41789
612,-583.1759584461191,41871
613,-579.295076614547,41945
614,-579.7330563136024,42005
615,-581.2414228038292,42077
616,-577.538557136756,42133
617,-577.1940082342918,42187
618,-574.8079334531856,42241
619,-574.7797145885797,42310
620,-572.3618611153224,42375
621,-571.1866525185516,42461
622,-571.0156226759044,42525
623,-572.8777336266685,42604
624,-576.9601241673423,42677
625,-574.6555671599497,42744
626,-574.0907036952799,42823
627,-574.1895227976967,42876
628,-572.6668124593333,42947
629,-571.8733815231444,43026
630,-571.8800318758014,43090
631,-572.362467704045,43160
632,-572.5601448614639,43221
633,-572.0336420869661,43278
634,-568.7878036561345,43329
635,-564.6172724350766,43381
636,-563.8277915673519,43456
637,-565.4957160094077,43517
638,-562.374266746363,43567
639,-562.1704929338239,43632
640,-560.8307343038639,43682
641,-562.7501531627597,43759
642,-563.1916437213179,43813
643,-562.8663716329064,43873
644,-562.5434708019767,43951
645,-562.9691081011521,44015
646,-563.5058170039681,44077
647,-564.4636384128678,44151
648,-564.0672653094732,44209
649,-561.7026823408853,44270
650,-560.6880584466523,44322
651,-559.9106841277749,44392
652,-562.0765242719349,44471
653,-557.0762915335166,44523
654,-556.0396296205284,44588
655,-554.1055589655665,44637
656,-551.913450827522,44691
657,-552.020497881536,44741
658,-553.6348705111238,44800
659,-554.6124369065278,44868
660,-554.1690620844117,44930
661,-553.2726467425689,45005
662,-549.621053196912,45062
663,-553.2053759857977,45147
664,-552.6739685171892,45201
665,-554.4140304205887,45286
666,-556.0162563460985,45352
667,-556.0572794535054,45407
668,-553.7121729533523,45461
669,-552.705720180009,45517
670,-555.0178155524113,45598
671,-557.7758844676081,45676
672,-559.3390578806622,45735
673,-559.4620501279435,45803
674,-562.0268468314467,45889
675,-562.0312385748268,45954
676,-560.8356853472486,46009
677,-560.2852919551732,46090
678,-558.246609012339,46151
679,-558.6801671704028,46208
680,-559.2529290782833,46272
681,-558.9635083780158,46350
682,-566.4063556392184,46439
683,-566.137185982006,46504
684,-562.6139283482,46562
685,-569.2072461596385,46649
686,-569.0448533946193,46728
687,-568.8556258951544,46793
688,-569.9568838060686,46858
689,-568.264642495717,46918
690,-568.964011313012,46984
691,-570.9422426619225,47054
692,-571.6800878828114,47111
693,-567.810799835824,47164
694,-567.8596400350605,47228
695,-566.6150127351485,47301
696,-567.753839737166,47362
697,-571.4049304355044,47445
698,-572.5906095683862,47517
699,-573.0178199402469,47597
700,-571.5498067991841,47661
701,-566.9937700618717,47719
702,-565.5464204726511,47797
703,-564.3687899695227,47884
704,-567.9739689686645,47966
705,-565.2289667312261,48021
706,-565.1928957180025,48085
707,-564.4691980980581,48140
708,-565.8954853852334,48203
709,-568.960878428781,48286
710,-570.7958659541707,48354
711,-571.1430917865935,48421
712,-572.7016296331424,48508
713,-578.4488491661128,48595
714,-579.832799826008,48663
715,-578.1170833100845,48721
716,-577.73160044403,48799
717,-580.3515806914371,48878
718,-580.1992752825901,48930
719,-583.9785830186638,49011
720,-583.8150298789196,49083
721,-587.5530715092466,49164
722,-585.9627780032566,49238
723,-584.3660667719652,49299
724,-585.2589904618115,49375
725,-583.8640300103491,49429
726,-582.0587144854057,49487
727,-583.9677538324875,49551
728,-582.9183924771758,49607
729,-580.64255628633,49674
730,-580.6377414188976,49740
731,-577.4795807008697,49793
732,-579.6705455389629,49877
733,-580.7149931425774,49957
734,-585.0832332673448,50038
735,-586.4627037110699,50115
736,-589.1352447678511,50193
737,-589.3221631320081,50258
738,-589.3718032446172,50307
739,-588.2555121527621,50366
740,-589.2665575407825,50428
741,-586.1410570957996,50480
742,-585.043557124225,50533
743,-585.311969183568,50600
744,-583.3318828296863,50684
745,-582.0165729061897,50738
746,-581.9782953069217,50799
747,-581.6344739978233,50862
748,-581.4409319967476,50913
749,-586.111699866261,51000
750,-591.7392487119218,51082
751,-590.4449659217684,51139
752,-587.2824239613011,51188
753,-597.3862226320286,51355
754,-596.9679664921822,51422
755,-598.9891969923916,51495
756,-601.3129694465761,51559
757,-601.2505844074896,51615
758,-602.672232605214,51687
759,-602.725536127202,51743
760,-605.698559453309,51819
761,-603.386391917239,51881
762,-604.0067243169806,51935
763,-600.0371963950276,51991
764,-602.8458264734359,52072
765,-597.7730345976408,52123
766,-594.427351353388,52173
767,-598.6268506862295,52248
768,-600.3429135186396,52316
769,-601.0554027380148,52372
770,-601.4086408912593,52454
771,-599.6433941323623,52521
772,-599.3031104293962,52591
773,-599.3581907356031,52652
774,-594.0412394194062,52707
775,-594.0726274418273,52764
776,-593.7206872597795,52815
777,-593.4531522915521,52894
778,-593.9880541843339,52957
779,-595.1549808426818,53036
780,-597.9806832207586,53121
781,-597.8021802600981,53172
782,-591.4772019708593,53236
783,-590.4587837963433,53291
784,-593.4010934506081,53397
785,-588.6937333796235,53459
786,-584.5434595255716,53510
787,-589.4080920450685,53597
788,-587.569016028084,53648
789,-586.9834669452171,53707
790,-585.6828172111632,53765
791,-585.8614817019777,53840
792,-588.7537338698774,53917
793,-591.4732562100853,53980
794,-590.1540848550441,54059
795,-589.8107828394494,54112
796,-589.1062036177204,54176
797,-586.2923326650067,54255
798,-582.8773976627753,54306
799,-579.6582654544872,54374
800,-581.0826428354372,54454
801,-584.5621393782905,54537
802,-583.2514329211604,54610
803,-587.8485293429744,54689
804,-587.7399068245766,54769
805,-588.1378310652522,54831
806,-591.4549363052747,54916
807,-594.6468953704739,54995
808,-594.9915569309612,55060
809,-591.3768629022262,55134
810,-592.0051573822623,55197
811,-590.0566033457328,55249
812,-589.9328858612377,55333
813,-584.7139349604884,55406
814,-581.494647932239,55494
815,-580.4785364552688,55544
816,-582.8771022940193,55621
817,-585.8046311682275,55707
818,-589.4041298257678,55780
819,-585.1898139502852,55832
820,-586.0274454369941,55893
821,-583.5903237867334,55952
822,-587.5667504504438,56039
823,-586.1243964486605,56097
824,-582.7640429538027,56156
825,-586.0619380057483,56253
826,-584.7468044225737,56310
827,-584.6024845974175,56371
828,-584.0051069471555,56448
829,-586.2729282869465,56521
830,-588.8507134090547,56596
831,-589.8008703196085,56671
832,-589.5250883639281,56746
833,-590.8028939506017,56828
834,-590.6089595718425,56911
835,-590.7010077263621,56965
836,-589.9830998368011,57035
837,-588.8379166479722,57108
838,-589.6373272683687,57180
839,-589.505422638365,57236
840,-592.6539524039763,57318
841,-595.4110535534403,57399
842,-597.4560675398488,57460
843,-600.5002609476306,57544
844,-599.1586270018928,57594
845,-599.2649171860112,57645
846,-599.2832127612314,57709
847,-599.3346955711538,57773
848,-598.8107024758481,57827
849,-595.5444841611512,57906
850,-589.9360177464606,57957
851,-590.9338668432093,58031
852,-595.6028396236347,58122
853,-585.4706415616457,58172
854,-583.8709271031548,58226
855,-584.2475118075006,58304
856,-583.3120565980093,58368
857,-584.0237751228892,58421
858,-580.3883937471127,58472
859,-579.6922512925465,58527
860,-577.1304567614009,58602
861,-578.9740996024032,58666
862,-579.6608743346075,58725
863,-579.217861977913,58780
864,-577.236319364032,58841
865,-578.0014335070782,58897
866,-581.316678076631,58966
867,-578.0082484867638,59029
868,-574.9511100736477,59078
869,-575.3159324719437,59142
870,-573.8334193627853,59218
871,-575.8268399660245,59292
872,-578.4220629058854,59376
873,-579.5021029902716,59455
874,-581.3666016863542,59535
875,-580.0436118693054,59625
876,-580.2757877887074,59680
877,-583.229796288013,59767
878,-582.4695339261921,59845
879,-580.0378495907388,59895
880,-577.1571136797992,59966
881,-578.8744750814526,60036
882,-580.4302400382024,60100
883,-581.0644740665928,60163
884,-583.0267431815081,60251
885,-581.9275134077666,60326
886,-583.9237621950792,60387
887,-577.9707874399832,60447
888,-579.3176883111905,60516
889,-579.868697625486,60580
890,-579.6347838388007,60635
891,-580.1403729558451,60705
892,-580.9386235257131,60786
893,-578.3845362872535,60836
894,-578.961193434836,60906
895,-580.1467876192728,60965
896,-581.8335361887621,61040
897,-580.2943855958418,61096
898,-580.727474955212,61150
899,-580.0844464798128,61199
900,-580.3438410959677,61276
901,-577.87958982647,61340
902,-575.981342421128,61392
903,-573.6305270358495,61458
904,-570.6575794263274,61516
905,-570.3684262509895,61586
906,-566.6448347241611,61648
907,-565.2315898451075,61716
908,-566.9167760585534,61821
909,-568.8094876679178,61905
910,-566.1299453166416,61955
911,-568.6239012827036,62020
912,-565.9130903900145,62091
913,-565.3667816867576,62148
914,-566.7975247817978,62220
915,-570.3400434812768,62305
916,-568.109489966921,62363
917,-562.0336733515692,62412
918,-561.8243307485974,62485
919,-563.4841598540363,62557
920,-562.5125613027811,62612
921,-568.018995029162,62719
922,-567.6295233167344,62802
923,-571.018276982755,62880
924,-574.9969426846723,62967
925,-573.6142462050495,63028
926,-572.7085138918283,63079
927,-571.2478857909515,63156
928,-572.4480987806301,63224
929,-573.2625929177351,63309
930,-572.3595799502176,63378
931,-571.6677283770837,63432
932,-569.9460541253118,63492
933,-566.6864855339666,63549
934,-562.1722558610153,63604
935,-565.1090501406027,63688
936,-562.1340007411044,63747
937,-562.7775674785736,63810
938,-562.414547033625,63867
939,-561.2012026603579,63917
940,-561.0617428566975,63995
941,-558.785456208061,64060
942,-557.1428793883654,64108
943,-552.8007424888559,64164
944,-553.9599039268538,64237
945,-555.0360474727286,64294
946,-555.0286864491719,64358
947,-552.8658474094216,64410
948,-554.447036815225,64467
949,-556.5417353684451,64550
950,-561.3697673476295,64631
951,-560.3025854052225,64687
952,-554.9527432403444,64737
953,-555.8550072263189,64792
954,-557.2799995440362,64852
955,-555.6902026604364,64909
956,-554.7831355555833,64966
957,-555.3772139040167,65024
958,-559.8546540851057,65100
959,-559.0774949283276,65151
960,-558.7911223592895,65213
961,-556.938821180893,65287
962,-558.9673960534358,65372
963,-558.1077502227389,65429
964,-557.6347047567962,65493
965,-564.8197729340446,65585
966,-562.7979028887494,65635
967,-564.3898014753383,65700
968,-569.3586186274509,65783
969,-568.7240528377943,65857
970,-569.685706395124,65937
971,-569.2573184059253,66014
972,-565.6423941542527,66071
973,-564.1502895004693,66137
974,-561.9538732363436,66195
975,-563.5209818637253,66263
976,-565.1989324756123,66329
977,-558.2522713914225,66379
978,-559.723824616472,66445
979,-558.9770427950101,66495
980,-560.9948941094455,66573
981,-558.8402869928099,66621
982,-562.2742050777954,66708
983,-562.826000557156,66776
984,-557.2473397375575,66826
985,-557.8996842036627,66884
986,-558.2044298327431,66945
987,-558.3315662164978,66999
988,-556.8674955058241,67048
989,-557.0622693369164,67116
990,-557.0545136715971,67171
991,-555.8865676374081,67239
992,-554.5440650773152,67315
993,-555.458416258193,67369
994,-558.8619614328954,67455
995,-559.792617606264,67524
996,-560.0496699366939,67598
997,-561.0204818673373,67666
998,-564.9792726312298,67739
999,-565.1918524667926,67799
1000,-565.4593607628372,67875
1001,-565.9435256535494,67943
1002,-566.9494168839128,68001
1003,-570.0390306132938,68087
1004,-569.5750980280662,68149
1005,-568.3238355601702,68199
